Year,Action Type,Details,Capital Cost (EUR),Operating Cost (EUR),Location X,Location Y,Generator Type,Power Output (MW),Efficiency,CO2 Output (tonnes),Operation Percentage,Lifespan (years),Previous State,Impact Description
2044,Add Generator,"OffshoreWind",754707.21,37735.36,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2044,Add Generator,"BatteryStorage",67542585.88,1350851.72,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2044,Add Generator,"UtilitySolar",205101.44,3076.52,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2044,Add Generator,"HydroDam",3298195752.80,65963.92,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2044,Add Generator,"OnshoreWind",560612.72,28030.64,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2044,Add Generator,"OffshoreWind",754707.21,37735.36,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2044,Add Generator,"BatteryStorage",67542585.88,1350851.72,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2045,Add Generator,"PumpedStorage",2440380079.90,48807.60,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2045,Add Generator,"DomesticSolar",2342.39,46.85,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2045,Add Generator,"WaveEnergy",77562793.64,19390.70,0.0,0.0,"WaveEnergy",100.00,1.200,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2046,Add Generator,"TidalGenerator",164128483.70,21883.80,0.0,0.0,"TidalGenerator",200.00,1.210,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2046,Add Generator,"PumpedStorage",2464783880.69,49295.68,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2046,Add Generator,"WaveEnergy",68255258.40,17063.81,0.0,0.0,"WaveEnergy",100.00,1.210,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2047,Add Generator,"Nuclear",6223579298.75,311178.96,0.0,0.0,"Nuclear",1500.00,1.000,0.00,100,60,"New Installation","Added new Nuclear power generation capacity"
2047,Add Generator,"Biomass",512936556.86,76940.48,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2047,Add Generator,"OnshoreWind",511656.10,25582.80,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2047,Add Generator,"UtilitySolar",159710.03,2395.65,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2047,Add Generator,"BatteryStorage",49238545.11,984770.90,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2047,Add Generator,"TidalGenerator",147715635.33,19695.42,0.0,0.0,"TidalGenerator",200.00,1.220,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2047,Add Generator,"CommercialSolar",20259.32,4051.86,0.0,0.0,"CommercialSolar",50.00,1.000,0.00,100,25,"New Installation","Added new CommercialSolar power generation capacity"
2047,Add Generator,"BatteryStorage",49238545.11,984770.90,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2047,Add Generator,"PumpedStorage",2489431719.50,49788.63,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2047,Add Generator,"WaveEnergy",60064627.39,15016.16,0.0,0.0,"WaveEnergy",100.00,1.220,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2047,Add Generator,"GasCombinedCycle",1545979670.78,154597.97,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2047,Add Generator,"WaveEnergy",60064627.39,15016.16,0.0,0.0,"WaveEnergy",100.00,1.220,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2047,Add Generator,"PumpedStorage",2489431719.50,49788.63,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2047,Add Generator,"GasCombinedCycle",1545979670.78,154597.97,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2047,Add Generator,"HydroDam",3347916466.04,66958.33,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2047,Add Generator,"BatteryStorage",49238545.11,984770.90,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2047,Add Generator,"TidalGenerator",147715635.33,19695.42,0.0,0.0,"TidalGenerator",200.00,1.220,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2048,Add Generator,"Nuclear",6285815091.74,314290.75,0.0,0.0,"Nuclear",1500.00,1.000,0.00,100,60,"New Installation","Added new Nuclear power generation capacity"
2048,Add Generator,"UtilitySolar",146933.23,2204.00,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2048,Add Generator,"OffshoreWind",614713.74,30735.69,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2048,Add Generator,"GasPeaker",788449632.10,126151.94,0.0,0.0,"GasPeaker",400.00,1.000,700.00,100,25,"New Installation","Added new GasPeaker power generation capacity"
2048,Add Generator,"OffshoreWind",614713.74,30735.69,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2048,Add Generator,"TidalGenerator",132944071.79,17725.88,0.0,0.0,"TidalGenerator",200.00,1.230,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2048,Add Generator,"UtilitySolar",146933.23,2204.00,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2048,Add Generator,"Biomass",502677825.72,75401.67,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2048,Add Generator,"BatteryStorage",44314690.60,886293.81,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2048,Add Generator,"GasCombinedCycle",1576899264.19,157689.93,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2048,Add Generator,"WaveEnergy",52856872.11,13214.22,0.0,0.0,"WaveEnergy",100.00,1.230,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2048,Add Generator,"GasCombinedCycle",1576899264.19,157689.93,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2049,Add Generator,"PumpedStorage",2539469297.06,50789.39,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2049,Add Carbon Offset,"CarbonCredit",5000000.00,250000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new CarbonCredit carbon offset project"
2050,Add Carbon Offset,"Forest",10000000.00,500000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Forest carbon offset project"
