Year,Action Type,Details,Capital Cost (EUR),Operating Cost (EUR),Location X,Location Y,Generator Type,Power Output (MW),Efficiency,CO2 Output (tonnes),Operation Percentage,Lifespan (years),Previous State,Impact Description
2044,Add Generator,"WaveEnergy",88139538.23,22034.88,0.0,0.0,"WaveEnergy",100.00,1.190,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2044,Add Generator,"DomesticSolar",2518.70,50.37,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2044,Add Generator,"PumpedStorage",2416217900.89,48324.36,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2044,Add Generator,"CoalPlant",4213698351.99,316027.38,0.0,0.0,"CoalPlant",1000.00,1.000,1000.00,100,40,"New Installation","Added new CoalPlant power generation capacity"
2044,Add Generator,"HydroDam",3298195752.80,65963.92,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2044,Add Generator,"TidalGenerator",202627757.65,27017.03,0.0,0.0,"TidalGenerator",200.00,1.190,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2045,Add Generator,"DomesticSolar",2342.39,46.85,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2045,Add Generator,"BatteryStorage",60788327.30,1215766.55,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2045,Add Generator,"OnshoreWind",543794.34,27189.72,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2045,Add Carbon Offset,"CarbonCredit",5000000.00,250000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new CarbonCredit carbon offset project"
2045,Add Carbon Offset,"CarbonCredit",5000000.00,250000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new CarbonCredit carbon offset project"
2045,Add Generator,"CommercialSolar",23423.89,4684.78,0.0,0.0,"CommercialSolar",50.00,1.000,0.00,100,25,"New Installation","Added new CommercialSolar power generation capacity"
2045,Add Generator,"OnshoreWind",543794.34,27189.72,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2045,Add Carbon Offset,"CarbonCredit",5000000.00,250000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new CarbonCredit carbon offset project"
2045,Add Generator,"BatteryStorage",60788327.30,1215766.55,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2045,Add Generator,"UtilitySolar",188693.33,2830.40,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2045,Add Carbon Offset,"ActiveCapture",100000000.00,5000000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new ActiveCapture carbon offset project"
2046,Add Generator,"CommercialSolar",21784.22,4356.84,0.0,0.0,"CommercialSolar",50.00,1.000,0.00,100,25,"New Installation","Added new CommercialSolar power generation capacity"
2046,Add Generator,"UtilitySolar",173597.86,2603.97,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2046,Add Generator,"UtilitySolar",173597.86,2603.97,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2046,Add Carbon Offset,"Forest",10000000.00,500000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Forest carbon offset project"
2046,Add Carbon Offset,"ActiveCapture",100000000.00,5000000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new ActiveCapture carbon offset project"
2046,Add Generator,"PumpedStorage",2464783880.69,49295.68,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2046,Add Generator,"TidalGenerator",164128483.70,21883.80,0.0,0.0,"TidalGenerator",200.00,1.210,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2046,Add Generator,"DomesticSolar",2178.42,43.57,0.0,0.0,"DomesticSolar",10.00,1.000,0.00,100,20,"New Installation","Added new DomesticSolar power generation capacity"
2046,Add Generator,"TidalGenerator",164128483.70,21883.80,0.0,0.0,"TidalGenerator",200.00,1.210,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2047,Add Generator,"PumpedStorage",2489431719.50,49788.63,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2047,Add Generator,"UtilitySolar",159710.03,2395.65,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2047,Add Generator,"GasPeaker",772989835.39,123678.37,0.0,0.0,"GasPeaker",400.00,1.000,700.00,100,25,"New Installation","Added new GasPeaker power generation capacity"
2047,Add Generator,"UtilitySolar",159710.03,2395.65,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2047,Add Carbon Offset,"Wetland",15000000.00,750000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Wetland carbon offset project"
2047,Add Generator,"TidalGenerator",147715635.33,19695.42,0.0,0.0,"TidalGenerator",200.00,1.220,0.00,100,25,"New Installation","Added new TidalGenerator power generation capacity"
2047,Add Generator,"HydroDam",3347916466.04,66958.33,0.0,0.0,"HydroDam",1200.00,1.000,0.00,100,100,"New Installation","Added new HydroDam power generation capacity"
2047,Add Generator,"WaveEnergy",60064627.39,15016.16,0.0,0.0,"WaveEnergy",100.00,1.220,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2047,Add Generator,"UtilitySolar",159710.03,2395.65,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2047,Add Carbon Offset,"ActiveCapture",100000000.00,5000000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new ActiveCapture carbon offset project"
2048,Add Generator,"GasCombinedCycle",1576899264.19,157689.93,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
2048,Add Generator,"CommercialSolar",18841.17,3768.23,0.0,0.0,"CommercialSolar",50.00,1.000,0.00,100,25,"New Installation","Added new CommercialSolar power generation capacity"
2048,Add Generator,"UtilitySolar",146933.23,2204.00,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2048,Add Generator,"PumpedStorage",2514326036.70,50286.52,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2049,Add Generator,"BatteryStorage",39883221.54,797664.43,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2049,Add Carbon Offset,"Wetland",15000000.00,750000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Wetland carbon offset project"
2049,Add Generator,"OffshoreWind",583978.05,29198.90,0.0,0.0,"OffshoreWind",800.00,1.000,0.00,100,25,"New Installation","Added new OffshoreWind power generation capacity"
2049,Add Generator,"UtilitySolar",135178.57,2027.68,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2049,Add Generator,"CommercialSolar",17522.29,3504.46,0.0,0.0,"CommercialSolar",50.00,1.000,0.00,100,25,"New Installation","Added new CommercialSolar power generation capacity"
2049,Add Generator,"PumpedStorage",2539469297.06,50789.39,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2049,Add Generator,"Biomass",492624269.21,73893.64,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2049,Add Generator,"UtilitySolar",135178.57,2027.68,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2049,Add Carbon Offset,"ActiveCapture",100000000.00,5000000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new ActiveCapture carbon offset project"
2049,Add Generator,"PumpedStorage",2539469297.06,50789.39,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2049,Add Generator,"OnshoreWind",481417.22,24070.86,0.0,0.0,"OnshoreWind",500.00,1.000,0.00,100,25,"New Installation","Added new OnshoreWind power generation capacity"
2049,Add Generator,"Biomass",492624269.21,73893.64,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2050,Add Carbon Offset,"Forest",10000000.00,500000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Forest carbon offset project"
2050,Add Generator,"Biomass",482771783.82,72415.77,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2050,Add Carbon Offset,"ActiveCapture",100000000.00,5000000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new ActiveCapture carbon offset project"
2050,Add Carbon Offset,"ActiveCapture",100000000.00,5000000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new ActiveCapture carbon offset project"
2050,Add Generator,"PumpedStorage",2564863990.03,51297.28,0.0,0.0,"PumpedStorage",600.00,1.000,0.00,100,80,"New Installation","Added new PumpedStorage power generation capacity"
2050,Add Generator,"UtilitySolar",124364.29,1865.46,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2050,Add Generator,"Biomass",482771783.82,72415.77,0.0,0.0,"Biomass",50.00,1.000,50.00,100,25,"New Installation","Added new Biomass power generation capacity"
2050,Add Generator,"BatteryStorage",35894899.38,717897.99,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2050,Add Generator,"UtilitySolar",124364.29,1865.46,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2050,Add Generator,"WaveEnergy",40932361.76,10233.09,0.0,0.0,"WaveEnergy",100.00,1.250,0.00,100,20,"New Installation","Added new WaveEnergy power generation capacity"
2050,Add Generator,"CoalPlant",5331672662.97,399875.45,0.0,0.0,"CoalPlant",1000.00,1.000,1000.00,100,40,"New Installation","Added new CoalPlant power generation capacity"
2050,Add Carbon Offset,"Forest",10000000.00,500000.00,0.0,0.0,"Carbon Offset",0.00,0.000,0.00,100,30,"New Offset","Added new Forest carbon offset project"
2050,Add Generator,"UtilitySolar",124364.29,1865.46,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2050,Add Generator,"BatteryStorage",35894899.38,717897.99,0.0,0.0,"BatteryStorage",500.00,1.000,0.00,100,15,"New Installation","Added new BatteryStorage power generation capacity"
2050,Add Generator,"CommercialSolar",16295.73,3259.15,0.0,0.0,"CommercialSolar",50.00,1.000,0.00,100,25,"New Installation","Added new CommercialSolar power generation capacity"
2050,Add Generator,"UtilitySolar",124364.29,1865.46,0.0,0.0,"UtilitySolar",300.00,1.000,0.00,100,30,"New Installation","Added new UtilitySolar power generation capacity"
2050,Add Generator,"GasCombinedCycle",1640605994.46,164060.60,0.0,0.0,"GasCombinedCycle",800.00,1.000,500.00,100,30,"New Installation","Added new GasCombinedCycle power generation capacity"
